2026-01-02 16:48:03 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:48:04 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/plots/analysis_product_TN495849600.0_TX495936000.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 16:48:04 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:48:05 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/plots/analysis_product_TN495849600.0_TX495936000.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 16:48:06 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:48:06 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/plots/analysis_product_TN495849600.0_TX495936000.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 16:48:07 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:48:08 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/plots/analysis_product_TN495849600.0_TX495936000.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 16:49:04 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:50:02 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:51:45 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58744_58745/analyser_AGLJ1736-3250_20260102-164750/plots/LightCurve.png | (PlottingUtils.py:423)
