2026-01-02 16:43:27 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:43:29 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/plots/analysis_product_TN463363200.0_TX463449600.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 16:43:29 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:43:30 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/plots/analysis_product_TN463363200.0_TX463449600.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 16:43:30 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:43:31 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/plots/analysis_product_TN463363200.0_TX463449600.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 16:43:32 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:43:32 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/plots/analysis_product_TN463363200.0_TX463449600.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 16:44:29 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:45:27 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:47:28 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_58368_58369/analyser_AGLJ1736-3250_20260102-164312/plots/LightCurve.png | (PlottingUtils.py:423)
