2026-01-02 15:28:09 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:28:10 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/plots/analysis_product_TN165024000.0_TX165110400.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 15:28:11 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:28:12 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/plots/analysis_product_TN165024000.0_TX165110400.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 15:28:12 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:28:13 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/plots/analysis_product_TN165024000.0_TX165110400.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 15:28:13 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:28:14 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/plots/analysis_product_TN165024000.0_TX165110400.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 15:29:08 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:30:01 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:31:47 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54915_54916/analyser_AGLJ1736-3250_20260102-152752/plots/LightCurve.png | (PlottingUtils.py:423)
