time_start_mjd time_end_mjd sqrt(ts) flux flux_err flux_ul gal gal_error iso iso_error l_peak b_peak dist_peak l b r ell_dist a b phi exposure ExpRatio counts counts_err Index Index_Err Par2 Par2_Err Par3 Par3_Err Erglog Erglog_Err Erglog_UL time_start_utc time_end_utc time_start_tt time_end_tt Fix index ULConfidenceLevel SrcLocConfLevel start_l start_b start_flux typefun par2 par3 galmode2 galmode2fit isomode2 isomode2fit edpcor fluxcor integratortype expratioEval expratio_minthr expratio_maxthr expratio_size Emin emax fovmin fovmax albedo binsize expstep phasecode fit_cts fit_fitstatus0 fit_fcn0 fit_edm0 fit_nvpar0 fit_nparx0 fit_iter0 fit_fitstatus1 fit_fcn1 fit_edm1 fit_nvpar1 fit_nparx1 fit_iter1 fit_Likelihood1
56182.0 56182.083333333336 2.87412 626.529e-08 424.288e-08 1806.34e-08 0.555685 0 8.8865 0 355.697 -0.518897 1.40808e-05 -1 -1 -1 -1 -1 -1 -1 568398 0 3.56117 2.41164 2.1 0 0 0 0 0 1.92995e-09 1.30697e-09 5.56421e-09 2012-09-12T00:00:00.000 2012-09-12T02:00:00.000 274492800.0 274500000.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 13 -1 58.472 0.5 0 134 3 0 54.3417 5.65338e-07 1 134 3 65.9554
56182.833333333336 56182.916666666664 0 44408900.0e-08 278.593e-08 933.833e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 406430 0 1.80491e-09 1.13229 2.1 0 0 0 0 0 1.36796e-18 8.58173e-10 2.87656e-09 2012-09-12T20:00:00.000 2012-09-12T22:00:00.000 274564800.0 274572000.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 12 -1 57.1726 0.5 0 134 3 0 57.1726 1.62381e-09 1 134 3 69.1726
56182.916666666664 56183.0 1.4807 500.162e-08 479.214e-08 1833.1e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 537733 0 2.68953 2.57689 2.1 0 0 0 0 0 1.54069e-09 1.47616e-09 5.64665e-09 2012-09-12T22:00:00.000 2012-09-13T00:00:00.000 274572000.0 274579200.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 15 -1 61.1415 0.5 0 134 3 0 60.0453 4.37467e-09 1 134 3 75.0453
56182.083333333336 56182.166666666664 1.12111 319.4e-08 385.641e-08 1441.6e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 634488 0 2.02656 2.44685 2.1 0 0 0 0 0 9.83874e-10 1.18792e-09 4.44068e-09 2012-09-12T02:00:00.000 2012-09-12T04:00:00.000 274500000.0 274507200.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 21 -1 86.6475 0.5 0 134 3 0 86.0191 5.02586e-07 1 134 3 107.019
56182.166666666664 56182.25 1.72039 370.039e-08 401.597e-08 1726.3e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 338779 0 1.25362 1.36053 2.1 0 0 0 0 0 1.13986e-09 1.23707e-09 5.31766e-09 2012-09-12T04:00:00.000 2012-09-12T06:00:00.000 274507200.0 274514400.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 7 -1 33.3645 0.5 0 134 3 0 31.8847 1.32809e-09 1 134 3 38.8847
56182.25 56182.333333333336 0.5941 267.355e-08 509.991e-08 1687.07e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 489776 0 1.30944 2.49781 2.1 0 0 0 0 0 8.23555e-10 1.57097e-09 5.1968e-09 2012-09-12T06:00:00.000 2012-09-12T08:00:00.000 274514400.0 274521600.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 15 -1 64.3399 0.5 0 134 3 0 64.1635 5.03777e-07 1 134 3 79.1635
56182.333333333336 56182.416666666664 0 56710.2e-08 592.94e-08 1006.19e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 641445 0 3.63765e-06 3.80338 2.1 0 0 0 0 0 1.74689e-15 1.82648e-09 3.09946e-09 2012-09-12T08:00:00.000 2012-09-12T10:00:00.000 274521600.0 274528800.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 17 -1 70.8793 0.5 0 134 3 0 70.8793 9.56395e-07 1 134 3 87.8793
56182.416666666664 56182.5 0 120459.0e-08 340.178e-08 863.487e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 571707 0 6.88674e-08 1.94482 2.1 0 0 0 0 0 3.7106e-17 1.04788e-09 2.65987e-09 2012-09-12T10:00:00.000 2012-09-12T12:00:00.000 274528800.0 274536000.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 14 -1 59.9223 0.5 0 134 3 0 59.9223 3.54582e-08 1 134 3 73.9223
56182.5 56182.583333333336 0.590321 347.271e-08 658.703e-08 2138.39e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 405578 0 1.40845 2.67155 2.1 0 0 0 0 0 1.06973e-09 2.02906e-09 6.58706e-09 2012-09-12T12:00:00.000 2012-09-12T14:00:00.000 274536000.0 274543200.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 12 -1 56.644 0.5 0 134 3 0 56.4698 1.26005e-07 1 134 3 68.4698
56182.583333333336 56182.666666666664 0 108247.0e-08 510.38e-08 999.762e-08 0.555685 0 8.8865 0 355.697 -0.518908 0 -1 -1 -1 -1 -1 -1 -1 536957 0 5.81238e-08 2.74052 2.1 0 0 0 0 0 3.33441e-17 1.57217e-09 3.07965e-09 2012-09-12T14:00:00.000 2012-09-12T16:00:00.000 274543200.0 274550400.0 3 2.1 2 5.99147 355.697 -0.518908 2.33678e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 11 -1 51.9198 0.5 0 134 3 0 51.9198 2.11854e-08 1 134 3 62.9198
