2026-01-02 15:18:18 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:18:19 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/plots/analysis_product_TN149212800.0_TX149299200.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 15:18:19 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:18:20 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/plots/analysis_product_TN149212800.0_TX149299200.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 15:18:21 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:18:22 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/plots/analysis_product_TN149212800.0_TX149299200.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 15:18:22 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:18:23 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/plots/analysis_product_TN149212800.0_TX149299200.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 15:19:07 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:19:53 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:21:14 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54732_54733/analyser_AGLJ1736-3250_20260102-151742/plots/LightCurve.png | (PlottingUtils.py:423)
