2026-01-02 16:05:15 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:05:16 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/plots/analysis_product_TN274492800.0_TX274579200.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 16:05:16 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:05:17 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/plots/analysis_product_TN274492800.0_TX274579200.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 16:05:18 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:05:18 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/plots/analysis_product_TN274492800.0_TX274579200.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 16:05:20 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:05:21 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/plots/analysis_product_TN274492800.0_TX274579200.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 16:05:58 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:06:42 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:07:56 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_56182_56183/analyser_AGLJ1736-3250_20260102-160506/plots/LightCurve.png | (PlottingUtils.py:423)
