2026-01-02 16:53:54 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:53:55 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/plots/analysis_product_TN574646400.0_TX574732800.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 16:53:56 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:53:57 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/plots/analysis_product_TN574646400.0_TX574732800.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 16:53:57 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:53:58 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/plots/analysis_product_TN574646400.0_TX574732800.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 16:53:58 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 16:53:59 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/plots/analysis_product_TN574646400.0_TX574732800.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 16:54:56 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:55:59 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 16:58:00 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_59656_59657/analyser_AGLJ1736-3250_20260102-165340/plots/LightCurve.png | (PlottingUtils.py:423)
