! DiffName, Flux, Err, +Err, -Err
Galactic 0.483881 0 0 0
Isotropic 12.4512 0 0 0
! SrcName, sqrt(TS), L_peak, B_peak, Counts, Err, Flux, Err, Index, Err, Par2, Par2Err, Par3, Par3Err, TypeFun [fitstatus0 fcn0 edm0 nvpar0 nparx0 iter0 fitstatus1 fcn1 edm1 nvpar1 nparx1 iter1]
2AGLJ1710-4429 0 343.114 -2.70768 6.29201 0 1.53979e-06 0 1.51389 0 3025.17 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1746-2832 0 0.403804 0.106506 2.4107 0 7.60913e-07 0 2.11796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1810-2339 0 7.31668 -2.09534 1.03906 0 4.10098e-07 0 1.79832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1744-3045 0 358.209 -0.575988 1.31604 0 4.04164e-07 0 1.96482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1801-2334 0 6.16978 -0.067694 1.01203 0 3.579e-07 0 3.37991 0 2935.07 0 0.682363 0 3 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1748-2950 0 359.602 -1.02271 0.913397 0 2.93456e-07 0 1.74671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1740-3013 0 358.261 0.33283 0.916615 0 2.73758e-07 0 1.97409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1746-2921 0 359.668 -0.275217 0.7657 0 2.42448e-07 0 1.48822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AGLJ1736-3250 3.12722 355.36 -0.0271195 13.5789 6.24577 4.0989e-06 1.88533e-06 2.1 0 0 0 0 0 0 -1 261.82 0.5 0 134 3 0 256.931 1.28388e-06 1 134 3
2AGLJ1739-2837 0 359.489 1.47047 0.637241 0 1.90329e-07 0 2.48467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1804-2153 0 8.30279 0.11776 0 0 -nan -nan 2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1733-3130 0 356.615 1.20073 0.581211 0 1.662e-07 0 2.11654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1747-3232 0 357.243 -1.97684 0.509435 0 1.59499e-07 0 2.08084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1749-2448 0 3.90962 1.57396 0.465758 0 1.49696e-07 0 2.35098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1803-3935 0 352.505 -8.41342 0.400374 0 1.36782e-07 0 2.1963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1720-3859 0 348.686 -0.983661 0.49893 0 1.29014e-07 0 1.95694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1743-2613c 0 2.00348 1.93424 0.365407 0 1.12613e-07 0 2.67621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1743-2051 0 6.5727 4.591 0.324891 0 1.00495e-07 0 1.82719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1754-2626 0 3.06185 -0.350146 0.28113 0 9.56232e-08 0 2.67102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1715-3815 0 348.489 0.203703 0.36237 0 9.23926e-08 0 2.20201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1737-3206 0 356.302 0.0327337 0.29067 0 8.47e-08 0 2.1526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1720-3328 0 353.287 2.04444 0.285422 0 7.54666e-08 0 2.34544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
