2026-01-02 15:24:10 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:24:11 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/plots/analysis_product_TN150422400.0_TX150508800.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 15:24:11 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:24:12 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/plots/analysis_product_TN150422400.0_TX150508800.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 15:24:13 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:24:14 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/plots/analysis_product_TN150422400.0_TX150508800.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 15:24:14 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:24:15 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/plots/analysis_product_TN150422400.0_TX150508800.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 15:24:53 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:25:43 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:27:12 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_54746_54747/analyser_AGLJ1736-3250_20260102-152400/plots/LightCurve.png | (PlottingUtils.py:423)
