time_start_mjd time_end_mjd sqrt(ts) flux flux_err flux_ul gal gal_error iso iso_error l_peak b_peak dist_peak l b r ell_dist a b phi exposure ExpRatio counts counts_err Index Index_Err Par2 Par2_Err Par3 Par3_Err Erglog Erglog_Err Erglog_UL time_start_utc time_end_utc time_start_tt time_end_tt Fix index ULConfidenceLevel SrcLocConfLevel start_l start_b start_flux typefun par2 par3 galmode2 galmode2fit isomode2 isomode2fit edpcor fluxcor integratortype expratioEval expratio_minthr expratio_maxthr expratio_size Emin emax fovmin fovmax albedo binsize expstep phasecode fit_cts fit_fitstatus0 fit_fcn0 fit_edm0 fit_nvpar0 fit_nparx0 fit_iter0 fit_fitstatus1 fit_fcn1 fit_edm1 fit_nvpar1 fit_nparx1 fit_iter1 fit_Likelihood1
56351.0 56351.083333333336 0 555112000.0e-08 172.706e-08 666.003e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 460554 0 2.55659e-10 0.795403 2.1 0 0 0 0 0 1.70995e-19 5.31999e-10 2.05154e-09 2013-02-28T00:00:00.000 2013-02-28T02:00:00.000 289094400.0 289101600.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 11 -1 53.5779 0.5 0 134 3 0 53.5779 2.0868e-10 1 134 3 64.5779
56351.833333333336 56351.916666666664 1.11759 538.847e-08 653.164e-08 2425.26e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 359460 0 1.93694 2.34786 2.1 0 0 0 0 0 1.65985e-09 2.01199e-09 7.47071e-09 2013-02-28T20:00:00.000 2013-02-28T22:00:00.000 289166400.0 289173600.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 11 -1 52.645 0.5 0 134 3 0 52.0205 1.03303e-08 1 134 3 63.0205
56351.916666666664 56352.0 0 11102200.0e-08 174.854e-08 626.959e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 634288 0 7.04201e-10 1.10908 2.1 0 0 0 0 0 3.41991e-19 5.38618e-10 1.93127e-09 2013-02-28T22:00:00.000 2013-03-01T00:00:00.000 289173600.0 289180800.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 12 -1 55.1797 0.5 0 134 3 0 55.1797 6.6953e-10 1 134 3 67.1797
56351.083333333336 56351.166666666664 0 0 605.485e-08 2287.24e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 122071 0 0 0.739124 2.1 0 0 0 0 0 0 1.86512e-09 7.04557e-09 2013-02-28T02:00:00.000 2013-02-28T04:00:00.000 289101600.0 289108800.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 2 -1 13.2067 0.5 0 134 3 0 13.2067 7.35011e-13 1 134 3 15.2067
56351.166666666664 56351.25 0.123391 94.5009e-08 1575.54e-08 2150.67e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 359493 0 0.339724 5.66396 2.1 0 0 0 0 0 2.91099e-10 4.85327e-09 6.62487e-09 2013-02-28T04:00:00.000 2013-02-28T06:00:00.000 289108800.0 289116000.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 11 -1 51.573 0.5 0 134 3 0 51.5654 1.78945e-06 1 134 3 62.5654
56351.25 56351.333333333336 1.08283 279.321e-08 374.673e-08 1517.33e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 452407 0 1.26367 1.69504 2.1 0 0 0 0 0 8.60414e-10 1.15413e-09 4.67396e-09 2013-02-28T06:00:00.000 2013-02-28T08:00:00.000 289116000.0 289123200.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 13 -1 60.0935 0.5 0 134 3 0 59.5072 4.20281e-09 1 134 3 72.5072
56351.333333333336 56351.416666666664 0.34488 128.465e-08 408.966e-08 1375.84e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 494122 0 0.634775 2.02079 2.1 0 0 0 0 0 3.95722e-10 1.25977e-09 4.23812e-09 2013-02-28T08:00:00.000 2013-02-28T10:00:00.000 289123200.0 289130400.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 13 -1 59.6552 0.5 0 134 3 0 59.5958 3.03424e-07 1 134 3 72.5958
56351.416666666664 56351.5 2.14662 551.24e-08 471.758e-08 1927.42e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 445831 0 2.4576 2.10324 2.1 0 0 0 0 0 1.69803e-09 1.45319e-09 5.93718e-09 2013-02-28T10:00:00.000 2013-02-28T12:00:00.000 289130400.0 289137600.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 9 -1 43.8351 0.5 0 134 3 0 41.5311 3.20036e-14 1 134 3 50.5311
56351.5 56351.583333333336 3.00964 976.876e-08 641.238e-08 2766.31e-08 0.22209 0 14.7033 0 355.73 -0.718654 0.123292 356.162 1.0842 1.26446 0.481309 1.47668 1.0842 -12.3689 355639 0 3.47415 2.28049 2.1 0 0 0 0 0 3.00915e-09 1.97526e-09 8.52128e-09 2013-02-28T12:00:00.000 2013-02-28T14:00:00.000 289137600.0 289144800.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 9 -1 43.8864 0.5 0 134 3 0 39.3574 2.75116e-09 1 134 3 48.3574
56351.583333333336 56351.666666666664 1.3613 506.235e-08 489.983e-08 1830.48e-08 0.22209 0 14.7033 0 355.72 -0.595772 0 -1 -1 -1 -1 -1 -1 -1 551568 0 2.79223 2.70259 2.1 0 0 0 0 0 1.5594e-09 1.50933e-09 5.63857e-09 2013-02-28T14:00:00.000 2013-02-28T16:00:00.000 289144800.0 289152000.0 3 2.1 2 5.99147 355.72 -0.595772 2.3311e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 14 -1 61.3652 0.5 0 134 3 0 60.4386 4.84913e-08 1 134 3 74.4386
