! DiffName, Flux, Err, +Err, -Err
Galactic 0.642905 0 0 0
Isotropic 10.2584 0 0 0
! SrcName, sqrt(TS), L_peak, B_peak, Counts, Err, Flux, Err, Index, Err, Par2, Par2Err, Par3, Par3Err, TypeFun [fitstatus0 fcn0 edm0 nvpar0 nparx0 iter0 fitstatus1 fcn1 edm1 nvpar1 nparx1 iter1]
AGLJ1736-3250 2.43802 355.823 -0.884469 8.87686 4.9252 6.65751e-06 3.69382e-06 2.1 0 0 0 0 0 0 -1 148.264 0.5 0 134 3 0 145.292 4.36532e-16 1 134 3
2AGLJ1710-4429 0 343.114 -2.70768 2.14487 0 1.53979e-06 0 1.51389 0 3025.17 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1746-2832 0 0.403804 0.106506 1.02308 0 7.60913e-07 0 2.11796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1810-2339 0 7.31668 -2.09534 0.544283 0 4.10098e-07 0 1.79832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1744-3045 0 358.209 -0.575988 0.544024 0 4.04164e-07 0 1.96482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1801-2334 0 6.16978 -0.067694 0.477942 0 3.579e-07 0 3.37991 0 2935.07 0 0.682363 0 3 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1748-2950 0 359.602 -1.02271 0.396456 0 2.93456e-07 0 1.74671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1740-3013 0 358.261 0.33283 0.365735 0 2.73758e-07 0 1.97409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1746-2921 0 359.668 -0.275217 0.327433 0 2.42448e-07 0 1.48822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1739-2837 0 359.489 1.47047 0.2519 0 1.90329e-07 0 2.48467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1733-3130 0 356.615 1.20073 0.21996 0 1.662e-07 0 2.11654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1747-3232 0 357.243 -1.97684 0.216227 0 1.59499e-07 0 2.08084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1749-2448 0 3.90962 1.57396 0.19919 0 1.49696e-07 0 2.35098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1803-3935 0 352.505 -8.41342 0.185364 0 1.36782e-07 0 2.1963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1720-3859 0 348.686 -0.983661 0.173568 0 1.29014e-07 0 1.95694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1743-2613c 0 2.00348 1.93424 0.148953 0 1.12613e-07 0 2.67621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1743-2051 0 6.5727 4.591 0.131596 0 1.00495e-07 0 1.82719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1754-2626 0 3.06185 -0.350146 0.128193 0 9.56232e-08 0 2.67102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1715-3815 0 348.489 0.203703 0.124071 0 9.23926e-08 0 2.20201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1737-3206 0 356.302 0.0327337 0.112832 0 8.47e-08 0 2.1526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1720-3328 0 353.287 2.04444 0.099159 0 7.54666e-08 0 2.34544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2AGLJ1804-2153 0 8.30279 0.11776 0 0 -nan -nan 2.1 0 0 0 0 0 0 -1 70.1578 2 0 134 3 4 70.1578 8 1 134 3
