2026-01-02 15:46:28 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:46:29 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/plots/analysis_product_TN181785600.0_TX181872000.0_EN00100_EX10000_ID01.cts.png | (PlottingUtils.py:178)
2026-01-02 15:46:30 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:46:30 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/plots/analysis_product_TN181785600.0_TX181872000.0_EN00100_EX10000_ID01.exp.png | (PlottingUtils.py:178)
2026-01-02 15:46:31 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:46:31 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/plots/analysis_product_TN181785600.0_TX181872000.0_EN00100_EX10000_ID01.gas.png | (PlottingUtils.py:178)
2026-01-02 15:46:32 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | The region catalog /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/sources_library/source_regions.reg will be loaded. | (PlottingUtils.py:192)
2026-01-02 15:46:32 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Produced: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/plots/analysis_product_TN181785600.0_TX181872000.0_EN00100_EX10000_ID01.int.png | (PlottingUtils.py:178)
2026-01-02 15:47:04 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:47:39 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/plots/LightCurve.png | (PlottingUtils.py:423)
2026-01-02 15:48:47 |[32m INFO     [0m| agilepy.core.AGBaseAnalysis.PlottingUtils | Light curve plot at: /home/flareadvocate/workspace/IGRJ17354-3255/AGILE_detection_AGLJ1736-3250/results/MJD_55109_55110/analyser_AGLJ1736-3250_20260102-154620/plots/LightCurve.png | (PlottingUtils.py:423)
