time_start_mjd time_end_mjd sqrt(ts) flux flux_err flux_ul gal gal_error iso iso_error l_peak b_peak dist_peak l b r ell_dist a b phi exposure ExpRatio counts counts_err Index Index_Err Par2 Par2_Err Par3 Par3_Err Erglog Erglog_Err Erglog_UL time_start_utc time_end_utc time_start_tt time_end_tt Fix index ULConfidenceLevel SrcLocConfLevel start_l start_b start_flux typefun par2 par3 galmode2 galmode2fit isomode2 isomode2fit edpcor fluxcor integratortype expratioEval expratio_minthr expratio_maxthr expratio_size Emin emax fovmin fovmax albedo binsize expstep phasecode fit_cts fit_fitstatus0 fit_fcn0 fit_edm0 fit_nvpar0 fit_nparx0 fit_iter0 fit_fitstatus1 fit_fcn1 fit_edm1 fit_nvpar1 fit_nparx1 fit_iter1 fit_Likelihood1
55599.0 55599.083333333336 3.87427 1316.47e-08 679.872e-08 3037.71e-08 0.287253 0 8.70134 0 355.197 -0.0188957 0.134829 -1 -1 -1 -1 -1 -1 -1 501688 0 6.60458 3.41084 2.1 0 0 0 0 0 4.05523e-09 2.09427e-09 9.35731e-09 2011-02-07T00:00:00.000 2011-02-07T02:00:00.000 224121600.0 224128800.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 18 -1 77.6232 0.5 0 134 3 0 70.1182 3.61423e-09 1 134 3 86.7319
55599.833333333336 55599.916666666664 0 66613400.0e-08 253.854e-08 865.26e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 452982 0 3.01747e-09 1.14991 2.1 0 0 0 0 0 2.05195e-18 7.81966e-10 2.66533e-09 2011-02-07T20:00:00.000 2011-02-07T22:00:00.000 224193600.0 224200800.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 6 -1 30.2663 0.5 0 134 3 0 30.2663 2.51697e-09 1 134 3 36.2663
55599.916666666664 55600.0 0.451506 206.843e-08 503.362e-08 1618.34e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 474744 0 0.981974 2.38968 2.1 0 0 0 0 0 6.37154e-10 1.55055e-09 4.9851e-09 2011-02-07T22:00:00.000 2011-02-08T00:00:00.000 224200800.0 224208000.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 10 -1 49.986 0.5 0 134 3 0 49.884 1.55343e-10 1 134 3 58.4978
55599.083333333336 55599.166666666664 0.691312 238.171e-08 424.163e-08 1586.08e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 347262 0 0.827077 1.47296 2.1 0 0 0 0 0 7.33657e-10 1.30658e-09 4.88574e-09 2011-02-07T02:00:00.000 2011-02-07T04:00:00.000 224128800.0 224136000.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 3 -1 19.4416 0.5 0 134 3 0 19.2026 4.42598e-09 1 134 3 22.2026
55599.166666666664 55599.25 0 106581.0e-08 886.802e-08 1382.43e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 294571 0 3.13958e-08 2.61227 2.1 0 0 0 0 0 3.28311e-17 2.73169e-09 4.2584e-09 2011-02-07T04:00:00.000 2011-02-07T06:00:00.000 224136000.0 224143200.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 5 -1 28.2194 0.5 0 134 3 0 28.2194 1.20196e-08 1 134 3 33.2194
55599.25 55599.333333333336 0.717092 297.966e-08 506.985e-08 1811.12e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 415423 0 1.23782 2.10613 2.1 0 0 0 0 0 9.17849e-10 1.56171e-09 5.57894e-09 2011-02-07T06:00:00.000 2011-02-07T08:00:00.000 224143200.0 224150400.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 11 -1 51.5815 0.5 0 134 3 0 51.3244 6.51368e-09 1 134 3 62.3244
55599.333333333336 55599.416666666664 2.78017 1081.74e-08 735.603e-08 3075.78e-08 0.287253 0 8.70134 0 355.197 -0.0188945 0.134813 -1 -1 -1 -1 -1 -1 -1 345955 0 3.74235 2.54486 2.1 0 0 0 0 0 3.33218e-09 2.26594e-09 9.47457e-09 2011-02-07T08:00:00.000 2011-02-07T10:00:00.000 224150400.0 224157600.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 11 -1 52.7792 0.5 0 134 3 0 48.9145 1.40598e-06 1 134 3 59.9145
55599.416666666664 55599.5 1.68902 595.357e-08 599.908e-08 2419.33e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 313042 0 1.86372 1.87797 2.1 0 0 0 0 0 1.83393e-09 1.84795e-09 7.45247e-09 2011-02-07T10:00:00.000 2011-02-07T12:00:00.000 224157600.0 224164800.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 7 -1 34.3058 0.5 0 134 3 0 32.8794 1.27623e-09 1 134 3 39.8794
55599.5 55599.583333333336 0.429356 162.682e-08 423.195e-08 1460.83e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 390234 0 0.634842 1.65145 2.1 0 0 0 0 0 5.01123e-10 1.3036e-09 4.4999e-09 2011-02-07T12:00:00.000 2011-02-07T14:00:00.000 224164800.0 224172000.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 5 -1 27.3109 0.5 0 134 3 0 27.2187 2.70059e-06 1 134 3 32.2187
55599.583333333336 55599.666666666664 0 824.714e-08 2471.71e-08 1963.33e-08 0.287253 0 8.70134 0 355.074 0.0363007 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 365085 0 0.000301091 9.02386 2.1 0 0 0 0 0 2.54043e-13 7.61381e-09 6.0478e-09 2011-02-07T14:00:00.000 2011-02-07T16:00:00.000 224172000.0 224179200.0 3 2.1 2 5.99147 355.074 0.0363007 3.00865e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 6 12 -1 55.9232 0.5 0 134 3 0 55.9232 1.21916e-07 1 134 3 67.9232
