time_start_mjd time_end_mjd sqrt(ts) flux flux_err flux_ul gal gal_error iso iso_error l_peak b_peak dist_peak l b r ell_dist a b phi exposure ExpRatio counts counts_err Index Index_Err Par2 Par2_Err Par3 Par3_Err Erglog Erglog_Err Erglog_UL time_start_utc time_end_utc time_start_tt time_end_tt Fix index ULConfidenceLevel SrcLocConfLevel start_l start_b start_flux typefun par2 par3 galmode2 galmode2fit isomode2 isomode2fit edpcor fluxcor integratortype expratioEval expratio_minthr expratio_maxthr expratio_size Emin emax fovmin fovmax albedo binsize expstep phasecode fit_cts fit_fitstatus0 fit_fcn0 fit_edm0 fit_nvpar0 fit_nparx0 fit_iter0 fit_fitstatus1 fit_fcn1 fit_edm1 fit_nvpar1 fit_nparx1 fit_iter1 fit_Likelihood1
54935.0 54935.083333333336 1.53047 338.655e-08 269.401e-08 1000.97e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1592890.0 0 5.39442 4.29128 2.1 0 0 0 0 0 1.04319e-09 8.29859e-10 3.08337e-09 2009-04-14T00:00:00.000 2009-04-14T02:00:00.000 166752000.0 166759200.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 36 -1 120.691 0.5 0 134 3 0 119.519 1.16649e-08 1 134 3 155.519
54935.833333333336 54935.916666666664 1.19098 266.594e-08 272.715e-08 967.613e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1462430.0 0 3.89876 3.98827 2.1 0 0 0 0 0 8.2121e-10 8.40065e-10 2.98062e-09 2009-04-14T20:00:00.000 2009-04-14T22:00:00.000 166824000.0 166831200.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 40 -1 131.22 0.5 0 134 3 0 130.511 8.59373e-08 1 134 3 170.511
54935.916666666664 54936.0 1.60741 362.063e-08 284.848e-08 1069.65e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1576910.0 0 5.70943 4.49182 2.1 0 0 0 0 0 1.11529e-09 8.77441e-10 3.29492e-09 2009-04-14T22:00:00.000 2009-04-15T00:00:00.000 166831200.0 166838400.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 42 -1 138.481 0.5 0 134 3 0 137.189 3.06826e-09 1 134 3 179.189
54935.083333333336 54935.166666666664 1.31153 271.157e-08 252.43e-08 911.866e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1593560.0 0 4.32106 4.02263 2.1 0 0 0 0 0 8.35267e-10 7.77579e-10 2.8089e-09 2009-04-14T02:00:00.000 2009-04-14T04:00:00.000 166759200.0 166766400.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 39 -1 134.11 0.5 0 134 3 0 133.25 4.89204e-08 1 134 3 172.25
54935.166666666664 54935.25 1.00212 211.87e-08 262.239e-08 943.083e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 977339 0 2.07068 2.56296 2.1 0 0 0 0 0 6.52639e-10 8.07795e-10 2.90505e-09 2009-04-14T04:00:00.000 2009-04-14T06:00:00.000 166766400.0 166773600.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 20 -1 84.2385 0.5 0 134 3 0 83.7364 4.77913e-11 1 134 3 103.736
54935.25 54935.333333333336 3.30188 720.441e-08 352.433e-08 1588.1e-08 0.400744 0 10.4401 0 356.173 -0.68089 0.78081 356.226 1.00941 1.35583 0.809971 1.75631 1.00941 -10.8395 1197490.0 0 8.62719 4.22035 2.1 0 0 0 0 0 2.21923e-09 1.08563e-09 4.89194e-09 2009-04-14T06:00:00.000 2009-04-14T08:00:00.000 166773600.0 166780800.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 32 -1 115.81 0.5 0 134 3 0 110.358 2.6719e-08 1 134 3 142.358
54935.333333333336 54935.416666666664 1.09257 228.84e-08 251.467e-08 864.733e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1731230.0 0 3.96174 4.35348 2.1 0 0 0 0 0 7.04914e-10 7.74615e-10 2.66371e-09 2009-04-14T08:00:00.000 2009-04-14T10:00:00.000 166780800.0 166788000.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 45 -1 145.617 0.5 0 134 3 0 145.02 1.38065e-06 1 134 3 190.02
54935.416666666664 54935.5 1.3695 245.254e-08 231.54e-08 861.926e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1372030.0 0 3.36496 3.17681 2.1 0 0 0 0 0 7.55474e-10 7.13232e-10 2.65506e-09 2009-04-14T10:00:00.000 2009-04-14T12:00:00.000 166788000.0 166795200.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 30 -1 107.179 0.5 0 134 3 0 106.242 8.64347e-09 1 134 3 136.242
54935.5 54935.583333333336 0.950737 222.099e-08 267.953e-08 902.409e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1346190.0 0 2.98987 3.60715 2.1 0 0 0 0 0 6.84148e-10 8.25396e-10 2.77976e-09 2009-04-14T12:00:00.000 2009-04-14T14:00:00.000 166795200.0 166802400.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 29 -1 106.86 0.5 0 134 3 0 106.408 1.64304e-06 1 134 3 135.408
54935.583333333336 54935.666666666664 1.42321 190.804e-08 185.977e-08 698.712e-08 0.400744 0 10.4401 0 355.872 0.0397045 8.53774e-07 -1 -1 -1 -1 -1 -1 -1 1770760.0 0 3.37868 3.29321 2.1 0 0 0 0 0 5.87749e-10 5.72879e-10 2.1523e-09 2009-04-14T14:00:00.000 2009-04-14T16:00:00.000 166802400.0 166809600.0 3 2.1 2 5.99147 355.872 0.0397045 3.33552e-06 0 0 0 0 0 0 0 1 1 1 1 0 15 10 100 10000 0 60 80 0.5 0 18 42 -1 137 0.5 0 134 3 0 135.987 1.35308e-06 1 134 3 177.987
